Issue code,Issue name,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"123700","SJM","3535","35","1.00","3520","3580","3510","39289","139596185","55163314430","15604898"
"025530","SJMH","3615","35","0.98","3605","3635","3580","3006","10833070","53986438920","14934008"
"034730","SK","186300","-1400","-0.75","188500","189700","186000","121170","22610935900","13507253568900","72502703"
"006120","SK Discovery","52700","-500","-0.94","53500","54000","52700","15817","841071850","966931958500","18347855"
"006125","SK Discovery(1P)","36300","-250","-0.68","36600","37075","36200","2640","96288750","47642116500","1312455"
"096770","SK Innovation","109100","2700","2.54","106500","109100","105700","425386","45776178750","16477894061600","151034776"
"096775","SK Innovation(1P)","71200","200","0.28","71600","72000","70600","991","70509500","88887931200","1248426"
"395400","SK REIT","4830","-105","-2.13","4935","4970","4735","2248118","10776970255","1404896154270","290868769"
"475150","SK eternix","23350","-300","-1.27","23750","23750","23250","319401","7491067700","788156880700","33754042"
"000660","SK hynix","276500","-1500","-0.54","277500","277500","270500","2101050","575810038250","201292653922500","728002365"
"361610","SK ie technology","31700","3000","10.45","29100","32250","29100","859192","26844654925","2260133666400","71297592"
"03473K","SK(1P)","147200","-1700","-1.14","149900","149900","147100","2725","402291600","83335072000","566135"
"326030","SKBP","100600","400","0.40","100500","102100","99800","190436","19177049700","7878312950000","78313250"
"302440","SKBS","46650","700","1.52","46250","47850","46250","167395","7883718300","3655920614250","78369145"
"011790","SKC","103000","2600","2.59","100500","103200","100500","276987","28315631250","3900434694000","37868298"
"285130","SKCHEM","62500","500","0.81","62000","62800","62000","38328","2394462300","1078361437500","17253783"
"28513K","SKCHEM(1P)","26600","100","0.38","26500","27000","26200","1383","36570875","56270411400","2115429"
"210980","SKD&D","10030","330","3.40","9710","10110","9710","182914","1818528770","186732341460","18617382"
"018670","SKGas","247000","500","0.20","250500","251000","246000","3509","869165500","2283575268000","9245244"
"001740","SKNetworks","4495","-10","-0.22","4500","4575","4465","506758","2291331272","994644169490","221277902"
"402340","SKSQUARE","143700","-900","-0.62","146000","146000","142700","320084","45996552600","19046121294600","132540858"
"001510","SKSecu","649","-3","-0.46","655","660","647","1308897","851430176","306711020979","472590171"
"001515","SKSecu(1P)","2210","35","1.61","2175","2260","2160","4495","9937835","8646655940","3912514"
"017670","SKTelecom","56100","200","0.36","56000","56300","55900","387088","21710812900","12049721973300","214790053"
"100090","SKoceanplant","20200","-100","-0.49","20150","20650","20050","423189","8568637625","1215642787200","60180336"
"005850","SLCORP","32950","-500","-1.49","33600","33850","32950","111919","3722152025","1530478734000","46448520"
"010580","SM BEXEL","1542","-10","-0.64","1552","1552","1524","55560","85137111","171550213920","111251760"
"003570","SNT DYNAMICS","57200","2000","3.62","54900","58100","54600","98899","5576939100","1902054268400","33252697"
"036530","SNT Holdings","54600","100","0.18","54100","55300","53500","10743","582366200","890192175600","16303886"
"064960","SNT MOTIV","33800","700","2.11","33400","34150","33100","50869","1720992125","897061193600","26540272"
"100840","SNTEnergy","49900","-500","-0.99","49600","52300","48650","308473","15462634550","1031971071700","20680783"
"403550","SOCAR","12800","10","0.08","12790","12880","12750","3777","48377440","420376345600","32841902"
"248070","SOLUM","15800","0","0.00","15820","15820","15540","88331","1384109140","755496528800","47816236"
"017550","SOOSAN CEBOTICS","1919","-9","-0.47","1918","1948","1911","116599","223905552","119743930470","62399130"
"005610","SPC SAMLIP","54100","300","0.56","54100","54500","53900","3023","163756800","466829386900","8629009"
"306200","SSC","143600","1100","0.77","143000","145000","143000","3453","496565300","407292680000","2836300"
"204210","STAR SM REIT","2035","0","0.00","0","0","0","0","0","15927568525","7826815"
"026890","STIC Investments","9640","190","2.01","9450","9700","9400","67181","641165355","401777607000","41678175"
"011810","STX","3530","0","0.00","0","0","0","0","0","109493282310","31017927"
"465770","STX Green Logis","8010","80","1.01","7950","8720","7800","510008","4207251720","57439966320","7171032"
"077970","STXEngine","36300","7850","27.59","28000","36950","27600","4778174","164326537600","1457374686900","40148063"
"008490","SUHEUNG","23800","5460","29.77","23800","23800","23800","188602","4488727600","275344889400","11569113"
"002820","SUN&L","2900","-20","-0.68","2925","2935","2865","1478","4288135","36563168100","12607989"
"136490","SUNJIN","11910","20","0.17","12180","12450","11870","97311","1173666635","283215083640","23779604"
"145990","SYC","50400","-500","-0.98","50600","51100","50300","9119","460866000","519797829600","10313449"
"145995","SYC(1P)","34600","-550","-1.56","35100","35100","34600","239","8273450","12804422000","370070"
"007160","SajoInd","47000","1000","2.17","46000","48550","45600","13425","634508875","235000000000","5000000"
"006110","SamaAlum","28250","1300","4.82","27200","28550","26600","200495","5550226275","415611627000","14711916"
"001470","SambuConst","347","0","0.00","0","0","0","0","0","79699592928","229681824"
"004690","Samchully","134700","1300","0.97","134000","135000","133200","8228","1102909050","546211867500","4055025"
"004450","SamhwaCrown&Closure","34400","50","0.15","34900","34900","34300","482","16578700","74110637600","2154379"
"000390","SamhwaPaint","6120","-50","-0.81","6160","6430","6110","205130","1280956440","166485230280","27203469"
"002450","SamickMusInstr","1291","1","0.08","1290","1306","1274","182634","234878509","116875411265","90530915"
"000520","SamilPharm","10250","-20","-0.19","10360","10500","10130","78102","804975190","222341062750","21691811"
"005500","SamjinPharm","19910","-190","-0.95","20200","20300","19880","13091","262207780","276749000000","13900000"
"006660","SamsungClimateContro","13750","-140","-1.01","13800","13860","13680","24463","337009515","111736817500","8126314"
"028050","SamsungE&A","28150","800","2.93","27550","28400","27500","1122144","31559199825","5517400000000","196000000"
"005930","SamsungElec","71600","-300","-0.42","71900","71900","71200","11946122","855002690211","423846075215200","5919637922"
"005935","SamsungElec(1P)","58200","-700","-1.19","58900","58900","58200","1018747","59516760950","47489725444800","815974664"
"009150","SamsungElecMech","162600","-300","-0.18","162800","163500","161300","259530","42192375600","12145194969600","74693696"
"009155","SamsungElecMech(1P)","73500","-300","-0.41","73800","73900","72300","19249","1411904150","213663324000","2906984"
"000810","SamsungF&MIns","441000","2500","0.57","442500","447000","432750","99685","43739295250","20290919355000","46011155"
"000815","SamsungF&MIns(1P)","339000","1500","0.44","335500","343500","335500","5189","1762238500","1050733890000","3099510"
"448730","SamsungFN REIT","4230","-40","-0.94","4260","4265","4195","422373","1783105640","385141500000","91050000"
"010140","SamsungHvyInd","18890","-140","-0.74","19010","19040","18640","4235912","79873306875","16623200000000","880000000"
"016360","SamsungSecu","68800","-300","-0.43","69100","69700","68800","316669","21856566100","6143840000000","89300000"
"001820","SamwhaCapacitor","26850","-650","-2.36","27450","27450","26850","31926","862211300","279105750000","10395000"
"009470","SamwhaElec","26900","-400","-1.47","27250","27250","26850","18234","492173450","177911758000","6613820"
"011230","SamwhaElec","5080","-280","-5.22","5370","5830","4980","491305","2598140010","85865716000","16902700"
"003230","SamyangFood","1380000","-30000","-2.13","1420000","1449000","1368000","73776","103190992000","10395560700000","7533015"
"002170","SamyangTongsang","56200","-300","-0.53","56400","56400","55900","884","49567400","168600000000","3000000"
"005680","SamyoungElec","10680","30","0.28","10680","10750","10620","40348","431280200","213600000000","20000000"
"002810","SamyungTrdg","16540","230","1.41","16310","16580","16310","9474","156019900","305443319920","18466948"
"019440","SeAH SPECIAL STEEL","15550","0","0.00","15550","15580","15370","12366","190855605","133263500000","8570000"
"003030","SeAH Steel Holdings","199000","10700","5.68","189900","201500","186100","26721","5127001700","824189743000","4141657"
"007610","SeondoElec","3000","0","0.00","0","0","0","0","0","54000000000","18000000"
"017390","SeoulCtyGas","60700","-600","-0.98","61300","61900","60500","6484","395442150","303500000000","5000000"
"004410","SeoulFoodInd","155","-1","-0.64","155","156","155","385198","59749559","58087111645","374755559"
"004415","SeoulFoodInd(1P)","1256","6","0.48","1245","1256","1240","564","701321","2793972000","2224500"
"021050","Seowon","1255","-12","-0.95","1267","1280","1254","114288","144414826","59580610450","47474590"
"021820","SewonPrecsnInd","10690","-10","-0.09","10700","10860","10570","26712","284584570","106900000000","10000000"
"013000","Sewooglobal","1110","1","0.09","1109","1123","1106","29348","32595086","31862584410","28705031"
"016590","ShindaeyangPapr","10110","-230","-2.22","10310","10350","10100","27794","282404350","407410960200","40297820"
"293940","Shinhan Alpha REIT","5470","-140","-2.50","5610","5650","5390","1501238","8184714670","661542472810","120940123"
"481850","Shinhan GA REIT","1527","0","0.00","1527","1539","1521","58061","88580985","66390392928","43477664"
"055550","ShinhanGroup","69100","-300","-0.43","69700","71100","69100","1291496","89709285900","33547699939400","485494934"
"004080","Shinhung","14000","0","0.00","14000","14110","13920","1095","15323670","133000000000","9500000"
"019170","ShinpoongPharm","13700","30","0.22","13780","13880","13550","282561","3860445755","725894363000","52984990"
"019175","ShinpoongPharm(1P)","26550","200","0.76","25900","26550","25750","9615","253004900","58410000000","2200000"
"004170","Shinsegae","164100","400","0.24","164600","164600","162000","27850","4542664950","1582774202100","9645181"
"005390","ShinsungTongsang","4055","0","0.00","4050","4060","4045","116314","471180518","582737521450","143708390"
"009270","Shinwon","1953","98","5.28","1838","2170","1835","59819146","120555697154","216052249896","110625832"
"001720","ShinyoungSecu","129000","-1800","-1.38","130600","132800","128900","7248","940566650","2120760000000","16440000"
"005800","ShinyoungWacoal","13530","170","1.27","13330","13540","13220","2682","35919900","121770000000","9000000"
"134790","Sidiz","29600","50","0.17","29650","29700","29250","4023","118425075","59200000000","2000000"
"004970","Silla","9640","-50","-0.52","9700","9800","9630","7181","69308390","154240000000","16000000"
"336370","Solus Advanced Materials","9340","-10","-0.11","9350","9480","9180","192515","1790548350","655829992960","70217344"
"33637K","Solus Advanced Materials(1P)","1962","5","0.26","1939","1970","1937","34607","67587933","33174998892","16908766"
"33637L","Solus Advanced Materials(2PB)","4140","-45","-1.08","4145","4205","4100","4201","17411032","15642145440","3778296"
"004430","SongwonInd","10680","-20","-0.19","10700","10700","10600","27958","297547520","256320000000","24000000"
"126720","Soosan Industries","24300","200","0.83","24300","24550","24100","26331","639478650","347149800000","14286000"
"014910","SungmoonElec","1213","-26","-2.10","1227","1252","1194","59292","71994614","27245174805","22460985"
"014915","SungmoonElec(1P)","4600","-30","-0.65","4625","4630","4520","156","709795","2760000000","600000"
"004980","SungshinCement","10250","0","0.00","10230","10290","10100","57444","585065730","251289748250","24516073"
"004985","SungshinCement(1P)","11770","-130","-1.09","11970","11970","11710","5527","65090810","8658541650","735645"
"004770","SunnyElec","1693","7","0.42","1686","1720","1686","264875","448555852","62137982612","36702884"
"004870","T'way Holdings","609","-3","-0.49","607","611","598","284037","171777369","68916567846","113163494"
"014580","TAEKYUNG BK","5160","0","0.00","5170","5210","5140","131373","678283735","142328796000","27583100"
"006890","TAEKYUNGCHEMICAL","10010","-10","-0.10","10030","10110","9990","15835","159028210","116116000000","11600000"
"009410","TAEYOUNG E&C","2005","-15","-0.74","2050","2125","1986","1268830","2561849889","590408087370","294467874"
"009415","TAEYOUNG E&C(1P)","5800","200","3.57","5600","5870","5550","1898","10864590","3769849200","649974"
"055490","TAPEX","17640","-80","-0.45","17650","18290","17030","26071","462909965","84136626000","4769650"
"084870","TBH GLOBAL","1468","28","1.94","1440","1486","1425","84553","123512050","30617810292","20856819"
"002710","TCC STEEL","20300","100","0.50","20350","20850","19730","305429","6184096960","532138049100","26213697"
"078000","TELCOWARE","13980","-20","-0.14","14170","14170","13790","4843","67332760","129176276460","9240077"
"019180","THN","3180","235","7.98","2940","3525","2925","5342673","17880434140","57240000000","18000000"
"069260","TKG Huchems","17500","-380","-2.13","17980","17980","17460","72658","1277679435","715375290000","40878588"
"001520","TONGYANG","647","-1","-0.15","648","652","640","172980","111492935","154428588761","238684063"
"082640","TONGYANG LIFE","8060","-200","-2.42","8330","8360","7990","206743","1672808555","1300550195100","161358585"
"001525","TONGYANG(1P)","4160","-90","-2.12","4375","4375","4160","828","3565335","2569760960","617731"
"001527","TONGYANG(2PB)","8370","-30","-0.36","8540","8540","8320","278","2336500","2582722530","308569"
"214420","TONYMOLY","10630","30","0.28","10660","10740","10500","113467","1203422425","255702513370","24054799"
"007980","TP","1928","258","15.45","1675","2065","1660","35608535","68759634890","98665650640","51175130"
"001790","TS","3000","0","0.00","3020","3025","2995","131023","394060468","269089740000","89696580"
"001795","TS(1P)","2495","0","0.00","2495","2525","2480","28638","71595070","16174486200","6482760"
"091810","TWAYAIR","1880","0","0.00","1881","1899","1864","261260","490939555","404912474880","215378976"
"363280","TYHLD","3500","-135","-3.71","3630","3635","3500","97383","346647328","176502438000","50429268"
"36328K","TYHLD(1P)","6070","330","5.75","5780","6200","5650","14126","86021950","7545094980","1243014"
"002900","TYM","5600","0","0.00","5630","5660","5530","161717","905326425","252285353600","45050956"
"003240","TaekwangInd","939000","13000","1.40","935000","949000","935000","1522","1435917000","1045482600000","1113400"
"015890","TaekyungInd","5510","-10","-0.18","5520","5570","5430","48534","266926445","161050412500","29228750"
"001420","TaewonMulsan","3545","-45","-1.25","3590","3600","3545","2798","9923637","26942000000","7600000"
"004100","TaeyangMtl","2350","-25","-1.05","2375","2390","2340","148062","349525046","86245000000","36700000"
"004105","TaeyangMtl(1P)","3380","20","0.60","3355","3430","3320","20179","67820925","11154000000","3300000"
"001440","TaihanElecWire","16800","100","0.60","16700","16830","16450","917903","15301754470","3132314640000","186447300"
"001070","TaihanTextl","6360","10","0.16","6350","6400","6310","4474","28431890","33708000000","5300000"
"011280","Tailim Pkg","2090","-5","-0.24","2085","2115","2075","20256","42290930","147984414600","70805940"
"475560","The BORN Korea","26400","0","0.00","26450","26500","26300","11850","312939950","390103296000","14776640"
"072130","UANGEL","5690","10","0.18","5680","5710","5580","109685","619731700","73375133260","12895454"
"011330","UNI CHEM","1780","0","0.00","1780","1820","1757","313863","559647820","165680616440","93078998"
"014830","UNID","78000","-200","-0.26","78400","78500","77700","12748","994542150","527872800000","6767600"
"446070","UNID btplus","3935","15","0.38","3945","3945","3895","9185","36020890","41755131025","10611215"
"047400","UNIONMaterials","1690","5","0.30","1690","1699","1680","82185","138994738","70980000000","42000000"
"000910","Union","4890","25","0.51","4865","4900","4850","49630","242081975","76340816910","15611619"
"077500","Uniquest","5980","-90","-1.48","6140","6140","5940","41623","248963480","129168609960","21600102"
"100220","VISANG","6000","110","1.87","5890","6030","5890","28101","168200390","77980446000","12996741"
"002070","VIVIEN","742","8","1.09","734","747","731","168484","124263712","33535489134","45196077"
"010600","WELLBIOTEC","545","0","0.00","0","0","0","0","0","49553256815","90923407"
"024070","WISCOM","1916","0","0.00","1916","1930","1894","1862","3565661","29365455208","15326438"
"105840","WOOJIN","11140","10","0.09","11130","11210","10800","144083","1582949385","225002043800","20197670"
"049800","WOOJIN PLAIMM","1999","-16","-0.79","2015","2050","1970","39874","80352936","39980000000","20000000"
"010400","WOOJINI&S","2505","70","2.87","2605","2850","2505","124529","325923840","19093110000","7622000"
"016880","WOONGJIN","3215","0","0.00","3215","3300","3160","281453","903795466","256965562200","79927080"
"095720","WOONGJIN THINKBIG","1842","-18","-0.97","1878","1880","1837","100943","186300172","212762024370","115505985"
"006980","WOOSUNG","16780","320","1.94","16390","16790","16390","859","14275040","51850200000","3090000"
"016580","WhaninPharm","11530","-10","-0.09","11540","11640","11450","32279","371789630","214458807100","18600070"
"008600","WillBes","378","-1","-0.26","378","386","371","188641","71042329","25415222742","67236039"
"005820","Wonlim","15380","-160","-1.03","15510","15600","15380","92","1417130","35342778600","2297970"
"316140","WooriFinancialGroup","25450","200","0.79","25300","25500","25100","1694051","42928730150","18898953700450","742591501"
"017370","WooshinSystems","7490","130","1.77","7530","7540","7330","56507","421487360","137172264460","18314054"
"317400","XI SND","3530","-20","-0.56","3570","3570","3510","35540","125844630","136902295600","38782520"
"011690","Y2 Solution","3315","-25","-0.75","3340","3350","3265","140715","463471666","121244116110","36574394"
"037270","YGP","9470","-80","-0.84","9700","9920","9370","1263533","12153817250","601737626200","63541460"
"012160","YOUNGWIRE","535","-2","-0.37","535","541","535","28990","15569935","54201049020","101310372"
"003520","YUNGJIN PHARM","2080","0","0.00","2080","2120","2080","91173","190895462","380416880480","182892731"
"012280","YeonghwaMtl","882","7","0.80","878","893","871","72825","64193273","45568093410","51664505"
"002920","YoosungEnt","2255","-45","-1.96","2300","2305","2235","39569","89755875","58511612500","25947500"
"008730","YoulchonChem","34200","250","0.74","34300","35550","33750","144442","4982235875","848160000000","24800000"
"014440","YoungboChem","4415","10","0.23","4405","4440","4345","70320","308552459","88300000000","20000000"
"111770","Youngone Corp","58000","400","0.69","57900","58400","57400","29534","1709317250","2570065144000","44311468"
"009970","YoungoneHoldings","128100","900","0.71","127200","129000","125000","10727","1361309100","1729252259700","13499237"
"000670","Youngpoong","42000","550","1.33","41300","43100","40900","21475","892627075","802554900000","19108450"
"006740","YoungpoongPaprMfg","1004","0","0.00","1006","1006","999","22672","22714222","56130846872","55907218"
"003470","Yuanta Securities","3510","-30","-0.85","3540","3615","3495","235313","829088190","700583981760","199596576"
"003475","Yuanta Securities(1P)","3600","-35","-0.96","3640","3685","3585","48259","174807455","46483963200","12912212"
"000100","Yuhan","114400","1000","0.88","117300","117500","114100","439097","50506608800","9148389192800","79968437"
"000105","Yuhan(1P)","104700","500","0.48","106200","106900","104300","2451","257361900","123644418000","1180940"
"003460","YuhwaSecu","2820","-20","-0.70","2845","2850","2790","25764","72329610","159900810300","56702415"
"003465","YuhwaSecu(1P)","2665","-25","-0.93","2740","2740","2665","878","2310695","46574672625","17476425"
"000220","YuyuPharma","4445","-5","-0.11","4415","4470","4400","21207","94128155","75708800195","17032351"
"000225","YuyuPharma(1P)","4960","0","0.00","4960","4965","4935","174","862180","11243972800","2266930"
"000227","YuyuPharma(2PB)","10520","0","0.00","10550","10550","10520","139","1463490","3424891200","325560"
"013890","ZINUS","18820","120","0.64","18700","19290","18550","68322","1288563020","418831120320","22254576"
"483650","d'Alba Global","170400","100","0.06","171000","173600","169200","243134","41751668050","2093605116000","12286415"
"015020","e-STARCO","652","29","4.65","625","658","617","254476","162215685","27939243200","42851600"
"139480","emart","78500","-900","-1.13","79400","80200","78000","187673","14726374850","2166271791500","27595819"
"139130","iM Financial Group","14300","-30","-0.21","14350","14610","14300","653250","9432420290","2317381723800","162054666"
"122900","iMarketKorea","8290","-60","-0.72","8410","8410","8240","37354","309567750","277125083600","33428840"
"377300","kakaopay","65900","1700","2.65","63700","66000","63200","660638","43008498050","8901350371800","135073602"
