Issue code,Issue name,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"038060","LUMENS","Blue chip company","842","-6","-0.71","846","849","840","49560","41786074","40502784098","48103069"
"084650","LabGen","Blue chip company","2385","-55","-2.25","2440","2450","2380","864825","2082944961","177062376150","74239990"
"300120","LaonPeople","Venture business","3995","-25","-0.62","4035","4050","3965","38757","155125715","83335747940","20860012"
"199550","Laseroptek","Venture business","6970","-90","-1.27","7020","7110","6940","27172","190135780","85492563270","12265791"
"412350","Laserssel","New growth company","3440","-110","-3.10","3550","3550","3350","78265","266378920","30020783680","8726972"
"388790","LiComm","Venture business","2380","15","0.63","2365","2380","2360","20739","49141865","72805016340","30590343"
"277070","Lindeman Asia","Enterprise of middle standing","5230","-90","-1.69","5330","5340","5200","26797","140340520","71609160000","13692000"
"193250","Linked","Enterprise of middle standing","493","4","0.82","503","503","488","53429","26364082","31218424861","63323377"
"219420","Linkgenesis","New growth company","4900","-20","-0.41","4900","5000","4900","71738","353289527","56200584300","11469507"
"073570","Lithium-for-earth","Issues for administration(none market division)","1509","19","1.28","1490","1559","1423","3293840","4963149586","80705439570","53482730"
"474170","Lumir","New growth company","7480","40","0.54","7400","7700","7400","60893","456164245","132603166080","17727696"
"328130","Lunit","New growth company","43650","-250","-0.57","44200","45200","43400","157881","6942770675","1274780353500","29204590"
"001810","M.S","Enterprise of middle standing","1511","-29","-1.88","1547","1550","1470","24192","36625923","33449762500","22137500"
"347890","M2I","Venture business","5960","40","0.68","5980","6010","5900","27669","164623225","100802695840","16913204"
"033310","M2N","Blue chip company","2000","1","0.05","1999","2020","1993","50440","100868909","80684462000","40342231"
"476080","M83","Enterprise of middle standing","12450","160","1.30","12250","13980","12250","822966","10947585360","96923250000","7785000"
"087260","MA","Venture business","2050","-20","-0.97","2070","2085","2035","108540","223634488","66733365050","32552861"
"005990","MAEIL HOLDINGS","Blue chip company","10730","20","0.19","10590","10880","10590","7200","77408960","147197401920","13718304"
"093520","MAKUS","Blue chip company","20900","0","0.00","20700","23200","20550","845257","18562368250","296008622800","14163092"
"021880","MASON CAPITAL","Enterprise of middle standing","319","-4","-1.24","323","327","317","243759","78413682","67686826152","212184408"
"377480","MAUM.AI","New growth company","20500","150","0.74","20600","21500","20350","88601","1838079650","145729887500","7108775"
"477380","MAV SPAC4","SPAC(none market division)","2025","0","0.00","2030","2030","2020","6887","13937070","16402500000","8100000"
"098120","MCS","Enterprise of middle standing","23400","-250","-1.06","23650","23800","22750","129300","3003856050","194518724400","8312766"
"086960","MDS Tech","Enterprise of middle standing","1303","-5","-0.38","1320","1322","1300","374056","488881856","120946789764","92821788"
"241770","MECARO","Blue chip company","12580","380","3.11","12340","13290","12190","45405","576058750","128223411200","10192640"
"014100","MED","Enterprise of middle standing","2015","-15","-0.74","2030","2070","1997","25361","51126980","23777000000","11800000"
"041920","MEDIANA","Blue chip company","5610","-100","-1.75","5700","5740","5610","38096","214738620","104336031030","18598223"
"054180","MEDICOX","More significant investment(none market division)","2295","0","0.00","0","0","0","0","0","12686716395","5527981"
"078160","MEDIPOST","Venture business","10080","120","1.20","10060","10240","9950","23934","240914220","344915272800","34217785"
"058110","MEKICS","New growth company","2300","35","1.55","2265","2445","2265","468459","1095944416","36916219000","16050530"
"059210","META","Blue chip company","6070","240","4.12","5900","6120","5860","696211","4182949225","166987393530","27510279"
"432980","MFC","New growth company","3930","-25","-0.63","3945","3990","3925","26290","103600620","33765546060","8591742"
"032790","MGEN","Venture business","1002","1","0.10","996","1022","992","79815","79719906","45776810880","45685440"
"424980","MICRO2NANO","New growth company","8540","30","0.35","8460","8580","8310","25664","217427230","50547320600","5918890"
"373170","MICUBE","Venture business","8080","-110","-1.34","8190","8190","7980","5465","43987870","40706474400","5037930"
"218150","MILAE BIORESOURCES","Venture business","3560","-25","-0.70","3555","3600","3550","58687","209223872","72680255120","20415802"
"408900","MIR","Enterprise of middle standing","4890","390","8.67","4580","5350","4515","19081102","95137268854","160047411480","32729532"
"254490","MIRAI","Blue chip company","17070","-170","-0.99","17060","17260","17010","23278","397297900","246456660000","14438000"
"179290","MITECH","Blue chip company","7500","-160","-2.09","7660","7690","7480","60393","456360805","242742585000","32365678"
"033160","MKElectron","Enterprise of middle standing","8320","20","0.24","8290","8450","8200","67556","559406170","183591873920","22066331"
"095500","MNtech","Blue chip company","12230","50","0.41","12430","12680","12050","322595","3977492620","379252287770","31009999"
"288980","MOADATA","New growth company","1209","8","0.67","1201","1239","1201","81348","99171661","41778883458","34556562"
"142760","MOALife","New growth company","1839","100","5.75","1766","1840","1728","202773","364331857","71819426958","39053522"
"033200","MOATECH","More significant investment(none market division)","3385","30","0.89","3315","3500","3315","5771","19579655","48511061225","14331185"
"101330","MOBASE","Enterprise of middle standing","3175","-55","-1.70","3245","3250","3170","76892","246365860","73491817075","23147029"
"012860","MOBASE ELECTRONICS","Blue chip company","1452","2","0.14","1460","1588","1432","1450791","2190138029","106334979564","73233457"
"348030","MOBIRIX","Enterprise of middle standing","4140","40","0.98","4100","4145","4100","1548","6361215","39759732000","9603800"
"333050","MOCOMSYS","Venture business","1425","26","1.86","1392","1425","1382","64731","90518395","35073989550","24613326"
"080160","MODETOUR","Venture business","12340","-110","-0.88","12270","12420","12220","64475","792012255","233226000000","18900000"
"434480","MONITORAPP","New growth company","4265","5","0.12","4240","4290","4175","50215","213836019","52503429500","12310300"
"413390","MOT","Enterprise of middle standing","7370","90","1.24","7280","7470","7280","69830","516071060","85345926600","11580180"
"463480","MOTIVELINK","Enterprise of middle standing","9270","60","0.65","9210","9400","9210","45463","423029270","114858618660","12390358"
"118990","MOTREX","Blue chip company","9460","-20","-0.21","9510","9560","9440","49264","468044325","235194425400","24861990"
"123040","MS AUTOTECH CO., LTD","Blue chip company","2795","-25","-0.89","2800","2850","2765","114807","321487671","175046095705","62628299"
"009780","MSC","Blue chip company","8590","510","6.31","8090","8880","8010","253598","2180140280","151184000000","17600000"
"413640","MTX","Venture business","13550","-330","-2.38","13880","14150","13350","150902","2065120670","97654037000","7206940"
"038290","Macrogen","Enterprise of middle standing","15920","0","0.00","15830","16030","15700","10150","161186550","172595088000","10841400"
"267980","Maeil Dairies","Blue chip company","36600","-100","-0.27","37100","37100","36500","4196","153722425","287077150800","7843638"
"195500","Maniker F&G","Enterprise of middle standing","2895","10","0.35","2870","2900","2860","21881","63071695","46256310000","15978000"
"439090","Manyo","Enterprise of middle standing","17490","0","0.00","17440","17550","17440","20963","366816120","286455767400","16378260"
"222980","Mcnulty","Venture business","3785","-15","-0.39","3800","3810","3760","19950","75376700","41754163155","11031483"
"226590","Mdevice","New growth company","12930","140","1.09","12920","13290","12530","489765","6338240780","137456037120","10630784"
"201490","Me2on","Enterprise of middle standing","5200","295","6.01","4870","5730","4785","16063162","86628189077","158028478400","30390092"
"475460","MeatBox","Enterprise of middle standing","10940","-10","-0.09","10900","11080","10860","62781","686633640","61325811000","5605650"
"235980","MedPacto","New growth company","4110","45","1.11","4070","4130","4025","46402","189038103","140870747310","34275121"
"279600","MediaZen","Enterprise of middle standing","12220","400","3.38","11880","12250","11610","12922","153986625","57248023820","4684781"
"086900","MedyTox","Blue chip company","121300","-600","-0.49","122700","123300","120800","41949","5099129950","885307686100","7298497"
"133750","MegaMD","Enterprise of middle standing","2000","-20","-0.99","2010","2025","1996","39202","78427577","46814154000","23407077"
"446540","Megatouch","Enterprise of middle standing","4325","-80","-1.82","4400","4480","4320","162857","712166965","89834575000","20771000"
"100590","Mercury","Enterprise of middle standing","3160","10","0.32","3155","3175","3155","12642","39976695","50022872680","15830023"
"408920","Messe eSang","Venture business","3065","60","2.00","3005","3115","2965","78807","238883047","132507474575","43232455"
"140410","Mezzion Pharma","Enterprise of middle standing","37400","500","1.36","36900","37550","36500","42721","1583551325","1126295016000","30114840"
"058630","Mgame","Blue chip company","6700","-20","-0.30","6730","7660","6700","1804873","12954642670","130943975900","19543877"
"059090","MiCo","Enterprise of middle standing","15170","70","0.46","15100","15870","15010","341673","5271720105","506932522260","33416778"
"305090","Micro Digital","New growth company","9910","40","0.41","9950","9970","9690","66842","655447390","179411849020","18104122"
"452200","Mintech","New growth company","3600","30","0.84","3545","3645","3545","43033","154902408","80351280000","22319800"
"442900","Mirae Asset Dream SPAC 1","SPAC(none market division)","10380","0","0.00","10380","10390","10380","7769","80658470","79718400000","7680000"
"100790","Mirae Asset Venture","Blue chip company","6270","-30","-0.48","6330","6330","6200","119677","746670500","333091455180","53124634"
"446190","Mirae Asset Vision SPAC 2","SPAC(none market division)","2965","0","0.00","0","0","0","0","0","14676750000","4950000"
"477470","Mirae Asset Vision SPAC 5","SPAC(none market division)","2075","0","0.00","2070","2080","2060","12436","25779858","11371000000","5480000"
"478440","Mirae Asset Vision SPAC 6","SPAC(none market division)","2025","-5","-0.25","2020","2030","2005","6112","12334273","14033250000","6930000"
"482680","Mirae Asset Vision SPAC 7","SPAC(none market division)","1998","-1","-0.05","1999","2000","1997","360","719230","16413570000","8215000"
"448830","Mirae Asset Vision SPAC3","SPAC(none market division)","2155","0","0.00","0","0","0","0","0","10602600000","4920000"
"363260","Mobidays","Venture business","1840","208","12.75","1632","2100","1632","31408473","60838907523","59181334960","32163769"
"250060","Mobiis","New growth company","2485","-20","-0.80","2510","2535","2470","127739","318404989","79945715290","32171314"
"080420","Moda-InnoChips","Enterprise of middle standing","2315","-5","-0.22","2330","2330","2290","2154","4955155","184555554930","79721622"
"417970","Model Solution","Enterprise of middle standing","10800","-30","-0.28","11000","11040","10700","4457","48008330","69084360000","6396700"
"006920","Mohenz","Enterprise of middle standing","3055","-110","-3.48","3165","3190","3055","74015","229913340","33360600000","10920000"
"207760","Mr. Blue","Enterprise of middle standing","1782","179","11.17","1763","1997","1762","82716046","157869007895","148048173306","83079783"
"067280","Multicampus","Blue chip company","32450","150","0.46","32300","32750","31950","12800","412772550","192323978550","5926779"
"101400","N CITRON","Enterprise of middle standing","346","-14","-3.89","359","360","346","248722","86748327","23683952580","68450730"
"286750","N.S.A.M","New growth company","1908","32","1.71","1890","1936","1840","102764","193742944","41047870572","21513559"
"227950","N2TECH","Enterprise of middle standing","517","-2","-0.39","530","552","507","6389034","3351774406","89203721299","172541047"
"153460","NABLE","Enterprise of middle standing","7660","10","0.13","7520","8200","7520","3059","24196230","50019907240","6530014"
"242040","NAMU TECH","New growth company","1449","-10","-0.69","1451","1492","1449","81296","118282826","50144476536","34606264"
"190510","NAMUGA","Blue chip company","16740","450","2.76","16320","16790","16110","253801","4200953810","245824958160","14684884"
"187790","NANO","Venture business","1852","50","2.77","1795","1869","1760","231348","417573545","57117217160","30840830"
"247660","NANOCMS","New growth company","5000","-120","-2.34","5150","5380","5000","9232","47623500","21719600000","4343920"
"405920","NARA CELLAR","Enterprise of middle standing","2790","0","0.00","2795","2855","2760","15759","44188805","35929832040","12878076"
"051490","NARA M&D","Blue chip company","4315","-40","-0.92","4330","4370","4290","69122","298780565","61273000000","14200000"
"137080","NARAE NANOTECH CORP.","Venture business","3630","0","0.00","3655","3685","3540","11115","40113010","40145701860","11059422"
"007390","NATURECELL","Enterprise of middle standing","21050","-400","-1.86","21350","21550","20800","587106","12384644600","1356357928800","64435056"
"293580","NAU IB Capital","Venture business","1345","-2","-0.15","1347","1360","1320","318626","424967086","127680782750","94929950"
"459510","NAUROBOTICS","New growth company","15160","870","6.09","15900","16180","15010","641135","9937207195","193298823120","12750582"
"236810","NBT","New growth company","3420","50","1.48","3600","3950","3420","5495155","20445374247","58055956920","16975426"
"092600","NC&","Issues for administration(none market division)","625","1","0.16","630","640","604","63348","38744516","15677198125","25083517"
"238090","NDFOS","Venture business","2105","-70","-3.22","2160","2170","2070","192720","408398470","49554442815","23541303"
"053290","NE Neungyule","More significant investment(none market division)","2330","-20","-0.85","2335","2360","2300","50976","118330587","38506295310","16526307"
"290660","NEOFECT","New growth company","1463","-53","-3.50","1490","1525","1440","199240","296125434","70776332242","48377534"
"212560","NEOOTO","Blue chip company","5510","-20","-0.36","5530","5600","5500","28982","160596250","65085447910","11812241"
"094860","NEORIGIN","Enterprise of middle standing","1080","15","1.41","1054","1107","1029","97134","103950866","25973534520","24049569"
"085910","NEOTIS","Enterprise of middle standing","3255","0","0.00","3285","3285","3240","8421","27383190","45357832590","13934818"
"095660","NEOWIZ","Blue chip company","23250","350","1.53","22950","23350","22850","39165","906154200","508170972000","21856816"
"042420","NEOWIZ HOLDINDS","Enterprise of middle standing","23150","-600","-2.53","23750","23750","23050","3844","89252150","198947534900","8593846"
"033640","NEPES","Enterprise of middle standing","11850","-150","-1.25","12100","12100","11700","50467","595063885","273251543700","23059202"
"348340","NEUROMEKA","New growth company","21850","-150","-0.68","22100","22450","21850","27648","610814900","247977550950","11349087"
"160550","NEW","Enterprise of middle standing","2460","-20","-0.81","2485","2535","2455","258238","640609625","68649020760","27906106"
"463020","NEWEN AI","New growth company","22900","-900","-3.78","23950","23950","22900","241395","5602137550","203333680000","8879200"
"085670","NEWFLEX","Blue chip company","4970","30","0.61","4930","5050","4900","110920","549339890","121520282170","24450761"
"225570","NEXON Games","Blue chip company","14130","120","0.86","13850","14230","13630","233799","3276555205","930604258620","65860174"
"389650","NEXTBIOMEDICAL","New growth company","54600","-300","-0.55","54700","56200","54100","58885","3236830850","443730705600","8126936"
"396270","NEXTCHIP","New growth company","3730","0","0.00","3765","3825","3675","156561","586687667","67471746200","18088940"
"348210","NEXTIN","Blue chip company","47400","0","0.00","47900","47900","46650","43289","2041204050","496610037000","10477005"
"089140","NEXTURNBIO","Venture business","2375","-5","-0.21","2350","2470","2345","72964","175487359","32911101750","13857306"
"205500","NEXUS","Enterprise of middle standing","3245","-5","-0.15","3210","3300","3180","148450","481382025","191954833840","59154032"
"265740","NFC","Enterprise of middle standing","10640","-30","-0.28","10900","11100","10170","679053","7167071535","95034352000","8931800"
"354200","NGeneBio","New growth company","1917","-25","-1.29","1943","1948","1915","26527","51051997","47998091376","25038128"
"451700","NH SPAC 29","SPAC(none market division)","2075","5","0.24","2070","2075","2065","37740","78122225","29776250000","14350000"
"466910","NH SPAC 30","SPAC(none market division)","2035","5","0.25","2035","2035","2020","8005","16222395","18518500000","9100000"
"481890","NH SPAC 31","SPAC(none market division)","2030","5","0.25","2025","2030","2015","4001","8080050","12880350000","6345000"
"104200","NHN BUGS","Enterprise of middle standing","3185","-175","-5.21","3315","3330","3170","355606","1151496805","47225746750","14827550"
"060250","NHN KCP","Blue chip company","15000","580","4.02","14450","15000","14200","830956","12108776885","602409165000","40160611"
"138610","NIBEC","New growth company","25650","350","1.38","25250","25750","24950","42028","1068463025","289990153350","11305659"
"130580","NICE D&B","Blue chip company","5400","-20","-0.37","5420","5420","5360","5071","27284170","83160000000","15400000"
"063570","NICE Infra","Blue chip company","4385","-25","-0.57","4410","4415","4355","52336","229777788","149737787280","34147728"
"036800","NICEI&T","Blue chip company","23650","900","3.96","22950","24450","22500","13321","314569500","236500000000","10000000"
"182400","NKMAX","Issues for administration(none market division)","3685","0","0.00","0","0","0","0","0","263029901475","71378535"
"043910","NNE","Venture business","774","9","1.18","766","777","761","2099577","1617240532","87764987718","113391457"
"054050","NONGWOOBIO","Blue chip company","8370","-90","-1.06","8460","8500","8370","26371","221998830","134175795570","16030561"
"332290","NOUSBO","Venture business","1423","3","0.21","1390","1536","1322","2696442","3953003697","47506574669","33384803"
"194700","NOVAREX","Blue chip company","19440","-710","-3.52","20600","22000","18920","1141521","23171571860","364594245120","18754848"
"285490","NOVATECH","Venture business","22000","1500","7.32","21100","22500","21000","261691","5689549200","232668282000","10575831"
"291230","NP","Enterprise of middle standing","1556","24","1.57","1533","1640","1532","62357","98094918","68613025900","44095775"
"048830","NPK","Enterprise of middle standing","1082","6","0.56","1070","1085","1070","20030","21600081","20259284686","18723923"
"144960","NPP","Blue chip company","5490","-30","-0.54","5540","5550","5450","191193","1047662240","239872505760","43692624"
"222160","NPX","Issues for administration(none market division)","8040","0","0.00","0","0","0","0","0","79551289560","9894439"
"475230","NRB","Venture business","14820","-190","-1.27","15010","15280","14770","253088","3803157835","154530199980","10427139"
"078860","NS ENM","More significant investment(none market division)","1679","169","11.19","1510","1727","1510","1014922","1671266858","99669229503","59362257"
"012340","NUINTEK","Venture business","514","-2","-0.39","516","525","514","41552","21495309","26525721468","51606462"
"123840","NUON","Issues for administration(none market division)","1179","-21","-1.75","1200","1200","1151","7734","9055249","43804927953","37154307"
"060260","NUVOTEC","Venture business","1587","-8","-0.50","1598","1958","1484","9468719","17086148861","21443558283","13512009"
"067570","NVH","Blue chip company","2360","-10","-0.42","2365","2375","2340","78970","185630823","99521200000","42170000"
"267320","Naintech","Venture business","3480","-55","-1.56","3520","3580","3410","2086640","7310969437","197273867640","56687893"
"091590","Nam Hwa Const Co., Ltd.","Blue chip company","4230","-15","-0.35","4280","4290","4160","11671","49258975","49660200000","11740000"
"111710","Namhwa Industrial","Enterprise of middle standing","4825","-10","-0.21","4835","4860","4760","5760","27620915","99337100000","20588000"
"091970","Nano Chem Tech","Enterprise of middle standing","598","29","5.10","571","603","571","43597","25900868","22375660814","37417493"
"417010","NanoTIM","Venture business","5600","0","0.00","5550","5770","5540","53039","299278355","112967276800","20172728"
"039860","NanoenTek","Enterprise of middle standing","3545","-30","-0.84","3565","3585","3530","32162","114172560","113830240690","32110082"
"168330","NaturalendoTech","Venture business","3280","85","2.66","3200","3375","3200","56899","186621885","104156072000","31754900"
"311390","Neo Cremar","Venture business","6460","130","2.05","6420","6480","6330","28753","184762070","81743476940","12653789"
"950220","NeoImmuneTech","Foreign company(none market division)","1196","41","3.55","1155","1239","1141","1443596","1729971910","118245488140","98867465"
"306620","Neontech","Venture business","2080","5","0.24","2105","2105","2065","44224","92051445","93629660800","45014260"
"092730","Neopharm","Blue chip company","18750","1340","7.70","17400","18920","17250","324647","5981549590","300524793750","16027989"
"253590","Neosem","Blue chip company","8720","-100","-1.13","8740","8830","8710","102266","894215420","382539110080","43869164"
"330860","Nepes Ark","Enterprise of middle standing","15260","-470","-2.99","15730","15750","15180","75211","1155481130","185928526700","12184045"
"217270","Neptune","Enterprise of middle standing","7000","10","0.14","7040","7070","6950","37801","265188360","327149501000","46735643"
"380550","Neurophet","New growth company","14680","-400","-2.65","15190","15300","14630","335829","4979111515","168468193800","11476035"
"462310","New Kids On","Enterprise of middle standing","7010","-610","-8.01","7480","7490","6940","428965","3083385520","55393020000","7902000"
"270870","Newtree","Blue chip company","5720","10","0.18","5700","5790","5640","14165","81322510","52625281280","9200224"
"351320","Nexa Dynamics","Enterprise of middle standing","1998","102","5.38","1896","2000","1885","45738","89310281","43987740228","22015886"
"137940","NextEye","Enterprise of middle standing","380","5","1.33","374","381","371","288370","108121401","32440216960","85368992"
"145170","Nobland","Enterprise of middle standing","5120","-20","-0.39","5100","5200","5100","17641","90409570","86571033600","16908405"
"106520","Noble M&B","More significant investment(none market division)","411","0","0.00","0","0","0","0","0","15904036272","38695952"
"376930","Noul","New growth company","1990","74","3.86","1916","2010","1916","339238","667382034","73524649400","36947060"
"333620","Nsys","Venture business","7810","-60","-0.76","7900","7900","7780","19485","152510885","82445046640","10556344"
"040160","NuriFlex","Enterprise of middle standing","4865","-20","-0.41","4915","4960","4680","71690","349440124","58650177775","12055535"
"069140","Nuriplan","Enterprise of middle standing","1948","54","2.85","1905","1982","1876","534525","1028200782","25524143364","13102743"
"417860","OBZEN","New growth company","13300","-2780","-17.29","16020","16670","11550","217010","2896067410","59194828700","4450739"
"039200","OCT Inc.","Venture business","34500","750","2.22","33750","34550","33650","108163","3687237450","1319803572000","38255176"
"080520","ODTech","Venture business","3225","-35","-1.07","3260","3260","3210","6564","21147935","37882814025","11746609"
"138080","OE Solutions","Venture business","9730","-70","-0.71","9800","9800","9630","8733","84645110","103372444350","10624095"
"309930","OHEIM & Company","Enterprise of middle standing","2870","95","3.42","2885","2890","2760","45112","128518930","70277827760","24487048"
"045060","OKONG Corp.","Blue chip company","2570","-25","-0.96","2595","2600","2570","11053","28681050","43540873180","16941974"
"080580","OKins","Venture business","7510","70","0.94","7320","7560","7290","145391","1081629845","141885679000","18892900"
"192410","ONEUL E&M","Venture business","1750","25","1.45","1623","2190","1623","2898635","5596344833","27596226000","15769272"
"173130","OPASNET","Blue chip company","6460","60","0.94","6350","6460","6350","77313","494859490","84280215580","13046473"
"014940","OPCO","Blue chip company","6870","-580","-7.79","7750","7790","6780","3455401","24584861375","313091051070","45573661"
"109080","OPTICIS","Venture business","9730","-210","-2.11","9960","10050","9730","33577","330403045","54838280000","5636000"
"082210","OPTRONTEC","More significant investment(none market division)","1987","-68","-3.31","2050","2050","1972","114064","228223131","65953247138","33192374"
"131030","OPTUS","Blue chip company","6860","-90","-1.29","6990","6990","6860","47827","329980690","110810691320","16153162"
"900300","ORGANIC TEA COSMETICS","Foreign company(none market division)","361","4","1.12","359","366","357","995205","359021305","34656802864","96002224"
"476040","ORGANOIDSCIENCES","New growth company","30550","850","2.86","31500","31900","30450","176729","5509612600","200244832450","6554659"
"010470","ORICOM","Blue chip company","6110","-10","-0.16","6120","6160","6060","11492","70274270","73167555500","11975050"
"475830","ORUM","New growth company","25350","450","1.81","25450","25500","24750","197025","4927609600","534101228700","21069082"
"036220","OSANG HEALTHCARE","Enterprise of middle standing","18180","-830","-4.37","18960","18960","18150","27501","507618680","263781182880","14509416"
"053980","OSANGJAIEL","Blue chip company","3690","50","1.37","3640","3705","3640","63110","232534405","70046469270","18982783"
"368970","OSP","Venture business","2585","-30","-1.15","2600","2660","2575","7797","20295290","24159823600","9346160"
"226400","OSTEONIC","New growth company","6980","130","1.90","6860","7080","6740","208532","1439609400","144217974980","20661601"
"052420","OSUNG ADVANCED MATERIALS","Blue chip company","1508","8","0.53","1505","1543","1502","1161533","1766683497","137485074792","91170474"
"227610","OUTIN","Enterprise of middle standing","1107","3","0.27","1088","1125","1083","29687","32390482","39390986529","35583547"
"352910","Obigo","New growth company","4465","5","0.11","4470","4470","4450","5692","25384277","56427785930","12637802"
"052300","Ocean In W","Enterprise of middle standing","2930","0","0.00","2930","2940","2850","27938","80739986","49414868990","16865143"
"226950","OliX","New growth company","57700","2800","5.10","56500","60100","54300","1476883","85823649750","1158043269800","20070074"
"244460","Olipass","Issues for administration(none market division)","1651","0","0.00","0","0","0","0","0","8980622755","5439505"
"057540","Omnisystem","Enterprise of middle standing","860","-6","-0.69","864","869","858","199188","171909730","51126445300","59449355"
"382150","Oncocross","New growth company","9330","220","2.41","9290","9580","9230","91820","864066590","112127352210","12017937"
"476060","Onconic Therapeutics","New growth company","24750","100","0.41","24550","25250","24500","132495","3295717175","273829297500","11063810"
"382840","Onejoon","Blue chip company","9960","0","0.00","9960","10100","9810","30561","303882835","152104946760","15271581"
"049480","Openbase","Blue chip company","2485","5","0.20","2480","2520","2465","137062","340696570","78084621755","31422383"
"394280","Openedges Technology","New growth company","12680","-140","-1.09","12900","12900","12600","38647","490739715","279371706920","22032469"
"440320","Openknowl","New growth company","5270","-20","-0.38","5340","5350","5200","24169","127265420","51672350000","9805000"
"380540","Opticore","Venture business","1602","-37","-2.26","1620","1648","1591","102587","164661567","77590212282","48433341"
"153710","Optipharm","New growth company","5200","-40","-0.76","5240","5260","5120","6340","32974770","76283781600","14669958"
"046120","Orbitech","Enterprise of middle standing","3820","-25","-0.65","3825","3875","3770","203245","773956525","104857036520","27449486"
"065500","Orient Precision Industries","Enterprise of middle standing","3030","-40","-1.30","3070","3105","3000","298876","911250460","96181023360","31742912"
"239890","P&H TECH","New growth company","5830","-620","-9.61","6290","6300","5830","1390730","8305297345","57925451650","9935755"
"347740","P&K Skin Research Center","Venture business","2855","40","1.42","2815","2880","2805","60480","171203380","85680194480","30010576"
"460940","P&S Robotics","New growth company","13540","560","4.31","12980","13560","12880","92819","1239187505","87627359600","6471740"
"137400","P&T","Blue chip company","38600","1800","4.89","37050","38600","36700","233201","8774765450","916483119600","23743086"
"065690","PAKERS","More significant investment(none market division)","1035","-1","-0.10","1036","1036","1026","10983","11353255","14541057585","14049331"
"271830","PAMTEK","Venture business","1866","-29","-1.53","1895","1909","1866","29086","54884453","55028716932","29490202"
"068050","PAN ENTERTAINMENT","Enterprise of middle standing","2185","10","0.46","2160","2200","2160","53583","116660715","60511556060","27694076"
"091700","PARTRON","Blue chip company","6370","-120","-1.85","6490","6490","6370","163691","1048720610","363090000000","57000000"
"043200","PARU","Venture business","1184","-30","-2.47","1215","1249","1176","312870","374205500","49496308960","41804315"
"037070","PASECO","Enterprise of middle standing","6040","30","0.50","6100","6100","5970","49303","296848550","120800000000","20000000"
"177830","PAVONINE","Blue chip company","2940","-40","-1.34","2980","3000","2940","6859","20318455","39672215940","13493951"
"051380","PCD","Enterprise of middle standing","2200","25","1.15","2175","2220","2170","20896","45784961","33748158400","15340072"
"241820","PCL","Issues for administration(none market division)","302","0","0.00","0","0","0","0","0","17869934034","59171967"
"168360","PEMTRON","Blue chip company","10880","-400","-3.55","11290","11380","10600","53397","585707790","231616529920","21288284"
"087010","PEPTRON","New growth company","353500","4500","1.29","344000","359000","333000","251079","87744329750","8235613225000","23297350"
"043370","PHA","Blue chip company","11250","-190","-1.66","11440","11500","11230","10593","120083245","236250000000","21000000"
"161580","PHILOPTICS","Enterprise of middle standing","31900","-1950","-5.76","32550","32700","31850","253633","8130798725","746420029300","23398747"
"208710","PHOTON","Enterprise of middle standing","2180","70","3.32","2110","2190","2095","25632","54915710","28732687760","13180132"
"452450","PIE","Venture business","8160","-180","-2.16","8290","8340","8120","217432","1782870290","292768560000","35878500"
"448900","PIM KOREA","New growth company","12860","60","0.47","12880","13060","12770","59505","768828090","77217317020","6004457"
"347770","PIMS","Enterprise of middle standing","2140","-120","-5.31","2245","2340","2055","3568509","7868254278","48914069880","22857042"
"006140","PJ Electro","Blue chip company","5770","-440","-7.09","6180","6270","5600","286927","1700855530","86550000000","15000000"
"128660","PJ METAL","Enterprise of middle standing","3060","-5","-0.16","3065","3065","3040","22284","68039039","75898309140","24803369"
"075130","PLANTYNET","Venture business","2765","20","0.73","2720","2785","2720","65355","180160960","45960714800","16622320"
"023770","PLAYWITH","Enterprise of middle standing","3600","175","5.11","3395","3660","3390","39971","141146797","31560552000","8766820"
"035200","PLUMB FAST","Venture business","3685","20","0.55","3630","3715","3605","114392","419648577","35857224150","9730590"
"237750","PNC Technologies","Venture business","4715","65","1.40","4650","4745","4635","27433","128859545","30631469000","6496600"
"024940","PNPOONGNYUN","Venture business","4590","5","0.11","4600","4635","4555","23883","109717077","45900000000","10000000"
"257370","PNT Ms","Venture business","3365","20","0.60","3340","3390","3310","27971","93836950","42078857265","12504861"
"318020","POINT MOBILE","Venture business","4820","-80","-1.63","4995","4995","4755","35814","172021085","61032151040","12662272"
"256630","POINTENG","Venture business","1167","-6","-0.51","1157","1179","1155","22392","26021619","67682583024","57997072"
"114630","POLARIS UNO","Blue chip company","517","-2","-0.39","519","519","513","66949","34533884","45468882316","87947548"
"472850","POND GROUP","Enterprise of middle standing","10820","280","2.66","10500","10920","10290","95073","1015628900","349961355060","32343933"
"371950","POONGWON","New growth company","11190","-560","-4.77","12290","12290","11040","39021","439385830","235443060720","21040488"
"105760","POSBANK","Venture business","6620","-70","-1.05","6700","6770","6550","30010","198097430","63921693900","9655845"
"009520","POSCO M-TECH","Blue chip company","14650","300","2.09","14300","14650","14210","215490","3113370540","610065598950","41642703"
"047310","POWER LOGICS","Enterprise of middle standing","4550","10","0.22","4620","4625","4515","38184","173564005","166578935250","36610755"
"037030","POWERNET","Blue chip company","2765","-40","-1.43","2805","2835","2740","281584","792755937","66571619275","24076535"
